time_s,V_load_V,I_mA,P_mW,UVA,UVB,UVC
66.96,0.007,0.1,0.0,5.312,2.953,1.297
67.12,0.004,0.1,0.0,5.312,2.953,1.297
67.29,0.005,0.1,0.0,5.312,2.953,1.297
67.46,0.005,0.1,0.0,5.312,2.953,1.297
67.63,0.005,0.1,0.0,5.312,2.953,1.297
67.80,0.005,0.1,0.0,5.312,2.953,1.297
67.97,0.005,0.1,0.0,5.312,2.953,1.297
68.14,0.004,0.1,0.0,5.312,2.953,1.297
68.31,0.005,0.1,0.0,5.312,2.953,1.297
68.48,0.004,0.1,0.0,5.312,2.953,1.297
68.64,0.004,0.1,0.0,5.312,2.953,1.297
68.81,0.004,0.1,0.0,5.312,2.953,1.297
68.99,0.004,0.1,0.0,5.312,2.953,1.297
69.15,0.005,0.1,0.0,5.312,2.953,1.297
69.32,0.005,0.1,0.0,5.312,2.953,1.297
69.49,0.005,0.1,0.0,5.312,2.953,1.297
69.66,0.004,0.1,0.0,5.312,2.953,1.297
69.83,0.005,0.1,0.0,5.312,2.953,1.297
70.00,0.004,0.1,0.0,5.312,2.953,1.297
70.16,0.005,0.1,0.0,5.312,2.953,1.297
70.33,0.005,0.1,0.0,5.312,2.953,1.297
70.50,0.007,0.1,0.0,5.312,2.953,1.297
70.67,0.004,0.1,0.0,5.312,2.953,1.297
70.84,0.005,0.1,0.0,5.312,2.953,1.297
71.01,0.005,0.1,0.0,5.312,2.953,1.297
71.18,0.005,0.1,0.0,5.312,2.953,1.297
71.35,0.005,0.1,0.0,5.312,2.953,1.297
71.52,0.007,0.1,0.0,5.312,2.953,1.297
71.68,0.004,0.1,0.0,5.312,2.953,1.297
71.85,0.005,0.1,0.0,5.312,2.953,1.297
72.02,0.005,0.1,0.0,5.312,2.953,1.297
72.19,0.005,0.1,0.0,5.312,2.953,1.297
72.36,0.007,0.1,0.0,5.312,2.953,1.297
72.53,0.007,0.1,0.0,5.312,2.953,1.297
72.70,0.004,0.1,0.0,5.312,2.953,1.297
72.86,0.004,0.1,0.0,5.312,2.953,1.297
73.03,0.005,0.1,0.0,5.312,2.953,1.297
73.20,0.004,0.1,0.0,5.312,2.953,1.297
73.37,0.005,0.1,0.0,5.312,2.953,1.297
73.54,0.004,0.1,0.0,5.312,2.953,1.297
73.71,0.005,0.1,0.0,5.312,2.953,1.297
73.88,0.005,0.1,0.0,5.312,2.953,1.297
74.05,0.005,0.1,0.0,5.312,2.953,1.297
74.22,0.005,0.1,0.0,5.312,2.953,1.297
74.39,0.005,0.1,0.0,5.312,2.953,1.297
74.56,0.004,0.1,0.0,5.312,2.953,1.297
74.72,0.004,0.1,0.0,5.312,2.953,1.297
74.89,0.004,0.1,0.0,5.312,2.953,1.297
75.06,0.005,0.1,0.0,5.312,2.953,1.297
75.23,0.004,0.1,0.0,5.312,2.953,1.297
75.40,0.004,0.1,0.0,5.312,2.953,1.297
75.57,0.005,0.1,0.0,5.312,2.953,1.297
75.74,0.004,0.1,0.0,5.312,2.953,1.297
75.91,0.005,0.1,0.0,5.312,2.953,1.297
76.08,0.005,0.1,0.0,5.312,2.953,1.297
76.25,0.005,0.1,0.0,5.312,2.953,1.297
76.42,0.004,0.1,0.0,5.312,2.953,1.297
76.59,0.004,0.1,0.0,5.312,2.953,1.297
76.75,0.004,0.1,0.0,5.312,2.953,1.297
76.92,0.007,0.1,0.0,5.312,2.953,1.297
77.09,0.005,0.1,0.0,5.312,2.953,1.297
77.26,0.004,0.1,0.0,5.312,2.953,1.297
77.43,0.005,0.1,0.0,5.312,2.953,1.297
77.60,0.005,0.1,0.0,5.312,2.953,1.297
77.77,0.004,0.1,0.0,5.312,2.953,1.297
77.94,0.005,0.1,0.0,5.312,2.953,1.297
78.11,0.004,0.1,0.0,5.312,2.953,1.297
78.28,0.005,0.1,0.0,5.312,2.953,1.297
78.45,0.005,0.1,0.0,5.312,2.953,1.297
78.62,0.004,0.1,0.0,5.312,2.953,1.297
78.79,0.005,0.1,0.0,5.312,2.953,1.297
78.95,0.004,0.1,0.0,5.312,2.953,1.297
79.12,0.005,0.1,0.0,5.312,2.953,1.297
79.29,0.004,0.1,0.0,5.312,2.953,1.297
79.46,0.004,0.1,0.0,5.312,2.953,1.297
79.63,0.004,0.1,0.0,5.312,2.953,1.297
79.80,0.004,0.1,0.0,5.312,2.953,1.297
79.97,0.005,0.1,0.0,5.312,2.953,1.297
80.14,0.004,0.1,0.0,5.312,2.953,1.297
80.31,0.004,0.1,0.0,5.312,2.953,1.297
80.48,0.004,0.1,0.0,5.312,2.953,1.297
80.65,0.004,0.1,0.0,5.312,2.953,1.297
80.82,0.004,0.1,0.0,5.312,2.953,1.297
80.98,0.004,0.1,0.0,5.312,2.953,1.297
81.15,0.004,0.1,0.0,5.312,2.953,1.297
81.32,0.004,0.1,0.0,5.312,2.953,1.297
81.49,0.004,0.1,0.0,5.312,2.953,1.297
81.66,0.004,0.1,0.0,5.312,2.953,1.297
81.83,0.005,0.1,0.0,5.312,2.953,1.297
82.00,0.005,0.1,0.0,5.312,2.953,1.297
82.17,0.005,0.1,0.0,5.312,2.953,1.297
82.34,0.004,0.1,0.0,5.312,2.953,1.297
82.51,0.004,0.1,0.0,5.312,2.953,1.297
82.68,0.007,0.1,0.0,5.312,2.953,1.297
82.85,0.004,0.1,0.0,5.312,2.953,1.297
83.01,0.004,0.1,0.0,5.312,2.953,1.297
83.18,0.004,0.1,0.0,5.312,2.953,1.297
83.35,0.004,0.1,0.0,5.312,2.953,1.297
83.52,0.004,0.1,0.0,5.312,2.953,1.297
83.69,0.004,0.1,0.0,5.312,2.953,1.297
