time_s,V_load_V,I_mA,P_mW,UVA,UVB,UVC
28.25,-0.000,-0.0,0.0,2.656,2.953,1.297
28.42,-0.000,-0.0,0.0,2.656,2.953,1.297
28.59,0.000,0.0,0.0,2.656,2.953,1.297
28.76,-0.000,-0.0,0.0,2.656,2.953,1.297
28.93,-0.000,0.0,0.0,2.656,2.953,1.297
29.10,-0.000,-0.1,0.0,2.656,2.953,1.297
29.27,-0.000,-0.0,0.0,2.656,2.953,1.297
29.44,0.000,0.0,0.0,2.656,2.953,1.297
29.61,-0.000,-0.0,0.0,2.656,2.953,1.297
29.77,0.000,0.0,0.0,2.656,2.953,1.297
29.94,-0.000,-0.1,0.0,2.656,2.953,1.297
30.11,0.000,-0.1,0.0,2.656,2.953,1.297
30.28,-0.000,-0.1,0.0,2.656,2.953,1.297
30.45,-0.000,-0.0,0.0,2.656,2.953,1.297
30.62,-0.000,-0.0,0.0,2.656,2.953,1.297
30.79,-0.000,-0.1,0.0,2.656,2.953,1.297
30.96,0.000,-0.0,0.0,2.656,2.953,1.297
31.13,0.000,-0.0,0.0,2.656,2.953,1.297
31.30,-0.000,-0.1,0.0,2.656,2.953,1.297
31.47,-0.000,-0.0,0.0,2.656,2.953,1.297
31.64,-0.000,-0.0,0.0,2.656,2.953,1.297
31.81,-0.000,0.0,0.0,2.656,2.953,1.297
31.97,-0.000,0.0,0.0,2.656,2.953,1.297
32.14,-0.000,0.0,0.0,2.656,2.953,1.297
32.31,-0.000,-0.1,0.0,2.656,2.953,1.297
32.48,0.000,-0.0,0.0,2.656,2.953,1.297
32.65,-0.000,-0.1,0.0,2.656,2.953,1.297
32.82,-0.000,-0.0,0.0,2.656,2.953,1.297
32.99,-0.000,-0.0,0.0,2.656,2.953,1.297
33.16,0.000,0.0,0.0,2.656,2.953,1.297
33.33,-0.000,0.0,0.0,2.656,2.953,1.297
33.50,-0.000,-0.1,0.0,2.656,2.953,1.297
33.67,-0.000,0.0,0.0,2.656,2.953,1.297
33.83,0.000,-0.1,-0.0,2.656,2.953,1.297
34.00,-0.000,-0.0,0.0,2.656,2.953,1.297
34.17,-0.000,-0.1,0.0,2.656,2.953,1.297
34.34,-0.000,-0.0,0.0,2.656,2.953,1.297
34.51,-0.000,-0.1,0.0,2.656,2.953,1.297
34.68,-0.000,-0.1,0.0,2.656,2.953,1.297
34.85,-0.000,-0.0,0.0,2.656,2.953,1.297
35.02,0.000,0.0,0.0,2.656,2.953,1.297
35.19,0.000,-0.1,0.0,2.656,2.953,1.297
35.36,-0.000,-0.1,0.0,2.656,2.953,1.297
35.53,-0.000,0.0,0.0,2.656,2.953,1.297
35.70,-0.000,-0.1,0.0,2.656,2.953,1.297
35.87,-0.000,0.0,0.0,2.656,2.953,1.297
36.03,-0.000,-0.0,0.0,2.656,2.953,1.297
36.20,-0.000,-0.0,0.0,2.656,2.953,1.297
36.37,-0.000,0.0,0.0,2.656,2.953,1.297
36.54,-0.000,-0.0,0.0,2.656,2.953,1.297
36.71,-0.000,-0.0,0.0,2.656,2.953,1.297
36.88,0.000,0.0,0.0,2.656,2.953,1.297
37.05,0.000,0.0,0.0,2.656,2.953,1.297
37.22,-0.000,-0.0,0.0,2.656,2.953,1.297
37.39,-0.000,0.0,0.0,2.656,2.953,1.297
37.56,-0.000,-0.1,0.0,2.656,2.953,1.297
37.72,-0.000,-0.0,0.0,2.656,2.953,1.297
37.89,-0.000,-0.1,0.0,2.656,2.953,1.297
38.06,-0.000,0.0,0.0,2.656,2.953,1.297
38.23,-0.000,-0.0,0.0,2.656,2.953,1.297
38.40,-0.000,-0.1,0.0,2.656,2.953,1.297
38.57,-0.000,-0.0,0.0,2.656,2.953,1.297
38.74,-0.000,-0.0,0.0,2.656,2.953,1.297
38.91,0.000,-0.0,0.0,2.656,2.953,1.297
39.08,-0.000,-0.0,0.0,2.656,2.953,1.297
39.25,-0.000,-0.0,0.0,2.656,2.953,1.297
39.42,0.000,-0.1,0.0,2.656,2.953,1.297
39.58,-0.000,-0.1,0.0,2.656,2.953,1.297
39.75,-0.000,0.0,0.0,2.656,2.953,1.297
39.92,0.000,-0.0,0.0,2.656,2.953,1.297
40.09,-0.000,-0.0,0.0,2.656,2.953,1.297
40.26,-0.000,-0.0,0.0,2.656,2.953,1.297
40.43,-0.000,-0.1,0.0,2.656,2.953,1.297
40.60,-0.000,-0.1,0.0,2.656,2.953,1.297
40.77,-0.000,0.0,0.0,2.656,2.953,1.297
40.94,-0.000,-0.0,0.0,2.656,2.953,1.297
41.11,-0.000,0.0,0.0,2.656,2.953,1.297
41.28,-0.000,-0.0,0.0,2.656,2.953,1.297
41.45,-0.000,-0.0,0.0,2.656,2.953,1.297
41.62,-0.000,0.0,0.0,2.656,2.953,1.297
41.78,-0.000,-0.1,0.0,2.656,2.953,1.297
41.95,-0.000,0.0,0.0,2.656,2.953,1.297
42.12,0.000,0.0,0.0,2.656,2.953,1.297
42.29,-0.000,0.0,0.0,2.656,2.953,1.297
42.46,-0.000,-0.0,0.0,2.656,2.953,1.297
42.63,0.000,-0.0,0.0,2.656,2.953,1.297
42.80,0.000,0.0,0.0,2.656,2.953,1.297
42.97,-0.000,-0.0,0.0,2.656,2.953,1.297
43.14,0.000,-0.0,0.0,2.656,2.953,1.297
43.31,-0.000,-0.0,0.0,2.656,2.953,1.297
43.48,0.000,-0.0,0.0,2.656,2.953,1.297
